check,raw_header,raw_value,clean_value,pass
boxes/source_row74/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row74/first_batch_text,是否首批保障,是,是,True
boxes/source_row74/first_deadline_s,首批截止时间（s）,3600,3600.0,True
boxes/source_row74/expected_s,期望送达时间（s）,3600,3600.0,True
boxes/source_row74/priority,应急优先系数,12,12,True
boxes/source_row75/box_id,货箱编号,S013-FOD-01,S013-FOD-01,True
boxes/source_row75/service_id,服务区编号,S013,S013,True
boxes/source_row75/material_type,物资类型,应急食品,应急食品,True
boxes/source_row75/weight_kg,单箱质量（kg）,8,8.0,True
boxes/source_row75/volume_m3,单箱体积（m³）,0.028,0.028,True
boxes/source_row75/first_batch_text,是否首批保障,否,否,True
boxes/source_row75/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row75/expected_s,期望送达时间（s）,7200,7200.0,True
boxes/source_row75/priority,应急优先系数,10,10,True
boxes/source_row76/box_id,货箱编号,S014-MED-01,S014-MED-01,True
boxes/source_row76/service_id,服务区编号,S014,S014,True
boxes/source_row76/material_type,物资类型,医疗物资,医疗物资,True
boxes/source_row76/weight_kg,单箱质量（kg）,3,3.0,True
boxes/source_row76/volume_m3,单箱体积（m³）,0.012,0.012,True
boxes/source_row76/first_batch_text,是否首批保障,是,是,True
boxes/source_row76/first_deadline_s,首批截止时间（s）,3600,3600.0,True
boxes/source_row76/expected_s,期望送达时间（s）,7200,7200.0,True
boxes/source_row76/priority,应急优先系数,22,22,True
boxes/source_row77/box_id,货箱编号,S014-WAT-01,S014-WAT-01,True
boxes/source_row77/service_id,服务区编号,S014,S014,True
boxes/source_row77/material_type,物资类型,饮用水,饮用水,True
boxes/source_row77/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row77/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row77/first_batch_text,是否首批保障,是,是,True
boxes/source_row77/first_deadline_s,首批截止时间（s）,3600,3600.0,True
boxes/source_row77/expected_s,期望送达时间（s）,3600,3600.0,True
boxes/source_row77/priority,应急优先系数,12,12,True
boxes/source_row78/box_id,货箱编号,S014-FOD-01,S014-FOD-01,True
boxes/source_row78/service_id,服务区编号,S014,S014,True
boxes/source_row78/material_type,物资类型,应急食品,应急食品,True
boxes/source_row78/weight_kg,单箱质量（kg）,8,8.0,True
boxes/source_row78/volume_m3,单箱体积（m³）,0.028,0.028,True
boxes/source_row78/first_batch_text,是否首批保障,否,否,True
boxes/source_row78/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row78/expected_s,期望送达时间（s）,7200,7200.0,True
boxes/source_row78/priority,应急优先系数,10,10,True
boxes/source_row79/box_id,货箱编号,S015-MED-01,S015-MED-01,True
boxes/source_row79/service_id,服务区编号,S015,S015,True
boxes/source_row79/material_type,物资类型,医疗物资,医疗物资,True
boxes/source_row79/weight_kg,单箱质量（kg）,3,3.0,True
boxes/source_row79/volume_m3,单箱体积（m³）,0.012,0.012,True
boxes/source_row79/first_batch_text,是否首批保障,是,是,True
boxes/source_row79/first_deadline_s,首批截止时间（s）,7200,7200.0,True
boxes/source_row79/expected_s,期望送达时间（s）,7200,7200.0,True
boxes/source_row79/priority,应急优先系数,18,18,True
boxes/source_row80/box_id,货箱编号,S015-WAT-01,S015-WAT-01,True
boxes/source_row80/service_id,服务区编号,S015,S015,True
boxes/source_row80/material_type,物资类型,饮用水,饮用水,True
boxes/source_row80/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row80/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row80/first_batch_text,是否首批保障,是,是,True
boxes/source_row80/first_deadline_s,首批截止时间（s）,10800,10800.0,True
boxes/source_row80/expected_s,期望送达时间（s）,10800,10800.0,True
boxes/source_row80/priority,应急优先系数,8,8,True
boxes/source_row81/box_id,货箱编号,S015-FOD-01,S015-FOD-01,True
boxes/source_row81/service_id,服务区编号,S015,S015,True
boxes/source_row81/material_type,物资类型,应急食品,应急食品,True
boxes/source_row81/weight_kg,单箱质量（kg）,8,8.0,True
boxes/source_row81/volume_m3,单箱体积（m³）,0.028,0.028,True
boxes/source_row81/first_batch_text,是否首批保障,否,否,True
boxes/source_row81/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row81/expected_s,期望送达时间（s）,14400,14400.0,True
boxes/source_row81/priority,应急优先系数,6,6,True
communication/row3/category,category,传播参数,传播参数,True
communication/row3/parameter,parameter,载波频率（MHz）,载波频率（MHz）,True
communication/row3/symbol,symbol,f,f,True
communication/row3/value,value,2400,2400.0,True
communication/row4/category,category,传播参数,传播参数,True
communication/row4/parameter,parameter,系统损耗（dB）,系统损耗（dB）,True
communication/row4/symbol,symbol,Lsys,Lsys,True
communication/row4/value,value,3,3.0,True
communication/row5/category,category,传播参数,传播参数,True
communication/row5/parameter,parameter,地形遮挡附加损耗（dB）,地形遮挡附加损耗（dB）,True
communication/row5/symbol,symbol,Lobs,Lobs,True
communication/row5/value,value,10,10.0,True
communication/row6/category,category,接收参数,接收参数,True
communication/row6/parameter,parameter,接收灵敏度（dBm）,接收灵敏度（dBm）,True
communication/row6/symbol,symbol,Psens,Psens,True
communication/row6/value,value,-98,-98.0,True
communication/row7/category,category,接收参数,接收参数,True
communication/row7/parameter,parameter,衰落裕量（dB）,衰落裕量（dB）,True
communication/row7/symbol,symbol,M,M,True
communication/row7/value,value,8,8.0,True
communication/row8/category,category,运输无人机,运输无人机,True
communication/row8/parameter,parameter,发射功率（dBm）,发射功率（dBm）,True
communication/row8/symbol,symbol,Pt,Pt,True
communication/row8/value,value,20,20.0,True
communication/row9/category,category,运输无人机,运输无人机,True
communication/row9/parameter,parameter,天线增益（dBi）,天线增益（dBi）,True
communication/row9/symbol,symbol,G,G,True
communication/row9/value,value,3,3.0,True
communication/row10/category,category,中继接入端,中继接入端,True
communication/row10/parameter,parameter,发射功率（dBm）,发射功率（dBm）,True
communication/row10/symbol,symbol,Pt,Pt,True
communication/row10/value,value,20,20.0,True
communication/row11/category,category,中继接入端,中继接入端,True
communication/row11/parameter,parameter,天线增益（dBi）,天线增益（dBi）,True
communication/row11/symbol,symbol,G,G,True
communication/row11/value,value,6,6.0,True
communication/row12/category,category,中继回传端,中继回传端,True
communication/row12/parameter,parameter,发射功率（dBm）,发射功率（dBm）,True
communication/row12/symbol,symbol,Pt,Pt,True
communication/row12/value,value,19,19.0,True
communication/row13/category,category,中继回传端,中继回传端,True
communication/row13/parameter,parameter,天线增益（dBi）,天线增益（dBi）,True
communication/row13/symbol,symbol,G,G,True
communication/row13/value,value,8,8.0,True
communication/row14/category,category,固定网关 G01,固定网关 G01,True
communication/row14/parameter,parameter,发射功率（dBm）,发射功率（dBm）,True
communication/row14/symbol,symbol,Pt,Pt,True
communication/row14/value,value,27,27.0,True
communication/row15/category,category,固定网关 G01,固定网关 G01,True
communication/row15/parameter,parameter,天线增益（dBi）,天线增益（dBi）,True
communication/row15/symbol,symbol,G,G,True
communication/row15/value,value,12,12.0,True
communication/row16/category,category,固定网关 G01,固定网关 G01,True
communication/row16/parameter,parameter,天线离地高度（m）,天线离地高度（m）,True
communication/row16/symbol,symbol,hG,hG,True
communication/row16/value,value,20,20.0,True
load_exponent_matches_1.5,题面/参数核对,,,True
source_32.45_FSPL_constant,题面/参数核对,,,True
all_models_source_reserve_20percent,题面/参数核对,,,True
official_sensitive_grid_not_below_floor,题面/参数核对,,,True
